Duration(s),SkillName,BagName,IsValid,FailReason,Operator,Size(MB),Station,Start_Time,SkillCode
216.24,Set up a hand lamp,SKILL_013_20260114_090938,True,MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0) | MISSING_CRIT /camera_r/ffmpeg,e_martinez,1079.32,1,2026-01-14T09:09:38Z,SKILL_013
163.21,Put pasta in jars,SKILL_012_20260114_134418,True,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,e_martinez,817.44,1,2026-01-14T13:44:18Z,SKILL_012
223.84,Set up a hand lamp,SKILL_013_20260114_135022,False,MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0),e_martinez,1111.95,1,2026-01-14T13:50:22Z,SKILL_013
239.02,Set up a hand lamp,SKILL_013_20260114_091437,True,BAD_HZ /pika_pose_l (0.0/100.0) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw,e_martinez,1190.58,1,2026-01-14T09:14:37Z,SKILL_013
197.95,Set up a hand lamp,SKILL_013_20260114_135525,True,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,e_martinez,975.93,1,2026-01-14T13:55:25Z,SKILL_013
669.99,Fasten nuts onto bolts,SKILL_014_20260114_092645,True,MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0),e_martinez,3276.49,1,2026-01-14T09:26:45Z,SKILL_014
254.52,Package a sewing set,SKILL_016_20260114_094808,True,BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,e_martinez,870.32,1,2026-01-14T09:48:08Z,SKILL_016
104.45,Thread a needle,SKILL_015_20260114_094317,True,BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,e_martinez,517.58,1,2026-01-14T09:43:17Z,SKILL_015
117.77,Thread a needle,SKILL_015_20260114_094010,False,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,e_martinez,587.41,1,2026-01-14T09:40:10Z,SKILL_015
6.69,Organize screwdriver bits,SKILL_003_20260114_120933,True,TOO_SHORT (1.3s < 90.0s) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (2.3/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (98.8/120.0) | MISSING_CRIT /camera_l/depth/image_rect_raw | BAD_HZ /gripper_l/data (80.4/120.0),c_becerra,20.53,2,2026-01-14T12:09:33Z,SKILL_003
8.32,Organize screwdriver bits,SKILL_003_20260114_120924,True,TOO_SHORT (6.6s < 90.0s) | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (0.6/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (19.9/120.0) | MISSING_CRIT /camera_l/depth/image_rect_raw | BAD_HZ /gripper_l/data (19.8/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r,c_becerra,21.66,2,2026-01-14T12:09:24Z,SKILL_003
19.71,Organize screwdriver bits,SKILL_003_20260114_120905,True,TOO_SHORT (17.0s < 90.0s) | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (5.3/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (0.3/30.0) | BAD_HZ /gripper_l/data (0.1/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (2.5/30.0) | MISSING_CRIT /pika_pose_l,c_becerra,31.5,2,2026-01-14T12:09:05Z,SKILL_003
445.79,Organize screwdriver bits,SKILL_003_20260114_120139,False,BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.4/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.6/120.0),c_becerra,683.15,2,2026-01-14T12:01:39Z,SKILL_003
374.63,Organize screwdriver bits,SKILL_003_20260114_072301,True,MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.4/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.4/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,C_BECERRA,538.23,2,2026-01-14T07:23:01Z,SKILL_003
19.58,Organize beads per character,SKILL_002_20260114_112746,True,TOO_SHORT (16.4s < 90.0s) | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.9/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (3.3/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (0.1/30.0) | BAD_HZ /gripper_l/data (2.0/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r,c_becerra,39.21,2,2026-01-14T11:27:46Z,SKILL_002
516.82,Organize beads per character,SKILL_002_20260114_111909,True,BAD_HZ /gripper_r/data (4.3/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.0/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg,c_becerra,871.69,2,2026-01-14T11:19:09Z,SKILL_002
394.82,Organize beads per character,SKILL_002_20260114_071435,False,MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.3/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.2/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0),C_BECERRA,639.37,2,2026-01-14T07:14:35Z,SKILL_002
149.61,Organize beads per color,SKILL_001_20260114_111547,True,BAD_HZ /camera_l/depth/image_rect_raw (1.4/30.0) | BAD_HZ /gripper_l/data (5.3/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.4/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (5.7/120.0),c_becerra,234.49,2,2026-01-14T11:15:47Z,SKILL_001
657.84,Organize beads per color,SKILL_001_20260114_110449,True,BAD_HZ /gripper_r/data (4.3/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.2/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg,c_becerra,1085.21,2,2026-01-14T11:04:49Z,SKILL_001
26.76,Organize beads per color,SKILL_001_20260114_110148,True,TOO_SHORT (6.8s < 90.0s) | BAD_HZ /camera_l/depth/image_rect_raw (4.8/30.0) | BAD_HZ /gripper_l/data (19.6/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (4.8/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (15.8/120.0),c_becerra,50.52,2,2026-01-14T11:01:48Z,SKILL_001
44.46,Organize beads per color,SKILL_001_20260114_071240,True,TOO_SHORT (11.3s < 90.0s) | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (6.0/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (19.1/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (3.3/30.0) | BAD_HZ /gripper_l/data (24.4/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,c_becerra,88.01,2,2026-01-14T07:12:40Z,SKILL_001
371.53,Organize beads per color,SKILL_001_20260114_070628,True,MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.8/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.2/30.0) | BAD_HZ /gripper_l/data (4.9/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.2/30.0) | MISSING_CRIT /pika_pose_l,c_becerra,641.98,2,2026-01-14T07:06:28Z,SKILL_001
129.73,Put pasta in plastic containers,SKILL_019_20260114_105521,True,MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0) | MISSING_CRIT /camera_r/ffmpeg,e_martinez,622.37,1,2026-01-14T10:55:21Z,SKILL_019
765.37,Close bags with twist ties,SKILL_018_20260114_102004,True,MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0) | MISSING_CRIT /camera_r/ffmpeg,e_martinez,3985.64,1,2026-01-14T10:20:04Z,SKILL_018
419.57,Put pasta in plastic containers,SKILL_019_20260114_103649,True,MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0),e_martinez,2171.29,1,2026-01-14T10:36:49Z,SKILL_019
185.16,Put pasta in plastic containers,SKILL_019_20260114_104549,True,MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0),e_martinez,921.31,1,2026-01-14T10:45:49Z,SKILL_019
158.74,Package a sewing set,SKILL_016_20260114_095346,True,MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0),e_martinez,781.57,1,2026-01-14T09:53:46Z,SKILL_016
684.87,Put pasta in ziploc bags,SKILL_017_20260114_095943,True,MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (0.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0),e_martinez,3471.48,1,2026-01-14T09:59:43Z,SKILL_017
484.7,Separate tongue depressors by type,SKILL_008_20260114_081443,True,BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.4/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.3/120.0),C_BECERRA,825.55,2,2026-01-14T08:14:43Z,SKILL_008
491.35,Separate tongue depressors by color,SKILL_007_20260114_125234,True,MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.2/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.3/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.5/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,c_becerra,907.33,2,2026-01-14T12:52:34Z,SKILL_007
620.6,Separate tongue depressors by color,SKILL_007_20260114_080237,True,BAD_HZ /gripper_r/data (4.3/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.3/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg,C_BECERRA,1075.41,2,2026-01-14T08:02:37Z,SKILL_007
18.38,Separate tongue depressors by size,SKILL_006_20260114_124839,True,TOO_SHORT (4.8s < 90.0s) | MISSING_CRIT /camera_l/depth/image_rect_raw | BAD_HZ /gripper_l/data (27.2/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (6.7/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (22.2/120.0),c_becerra,39.73,2,2026-01-14T12:48:39Z,SKILL_006
514.64,Separate tongue depressors by size,SKILL_006_20260114_124005,True,BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.3/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.2/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.4/120.0),c_becerra,915.2,2,2026-01-14T12:40:05Z,SKILL_006
243.91,Separate tongue depressors by size,SKILL_006_20260114_075305,True,MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.2/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.5/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.2/30.0) | BAD_HZ /gripper_l/data (4.7/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r,C_BECERRA,416.9,2,2026-01-14T07:53:05Z,SKILL_006
512.98,Insert allen keys in package,SKILL_005_20260114_122900,True,MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.2/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.0/30.0) | BAD_HZ /gripper_l/data (4.2/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,c_becerra,752.87,2,2026-01-14T12:29:00Z,SKILL_005
417.48,Separate tongue depressors by size,SKILL_006_20260114_074558,False,BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.4/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.4/120.0),C_BECERRA,722.16,2,2026-01-14T07:45:58Z,SKILL_006
57.16,Set Screwdriver package,SKILL_004_20260114_122551,False,TOO_SHORT (19.2s < 90.0s) | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (4.0/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (11.7/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (2.7/30.0) | BAD_HZ /gripper_l/data (9.6/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,c_becerra,86.62,2,2026-01-14T12:25:51Z,SKILL_004
69.42,Set Screwdriver package,SKILL_004_20260114_122648,True,TOO_SHORT (45.0s < 90.0s) | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (2.0/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (6.5/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.2/30.0) | BAD_HZ /gripper_l/data (7.0/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r,c_becerra,103.96,2,2026-01-14T12:26:48Z,SKILL_004
397.32,Insert allen keys in package,SKILL_005_20260114_073810,True,MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.4/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.4/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.2/30.0),C_BECERRA,598.85,2,2026-01-14T07:38:10Z,SKILL_005
424.48,Set Screwdriver package,SKILL_004_20260114_121846,True,MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.0/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.0/30.0) | BAD_HZ /gripper_l/data (4.1/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r,c_becerra,651.02,2,2026-01-14T12:18:46Z,SKILL_004
11.2,Set Screwdriver package,SKILL_004_20260114_073714,True,TOO_SHORT (1.6s < 90.0s) | BAD_HZ /gripper_l/data (32.3/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (7.9/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /camera_l/depth/image_rect_raw (7.9/30.0),C_BECERRA,19.64,2,2026-01-14T07:37:14Z,SKILL_004
496.85,Package Cotton set,SKILL_009_20260114_131419,True,MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.4/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.4/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0) | MISSING_CRIT /pika_pose_l,c_becerra,787.28,2,2026-01-14T13:14:19Z,SKILL_009
371.44,Organize screwdriver bits,SKILL_003_20260114_121042,True,BAD_HZ /gripper_r/data (4.8/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.7/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.2/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg,c_becerra,566.7,2,2026-01-14T12:10:42Z,SKILL_003
378.49,Set Screwdriver package,SKILL_004_20260114_073056,True,BAD_HZ /gripper_r/data (4.3/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.0/30.0) | BAD_HZ /gripper_l/data (4.4/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0) | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg,C_BECERRA,582.99,2,2026-01-14T07:30:56Z,SKILL_004
574.32,Package earphones,SKILL_010_20260114_083810,True,MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (4.2/120.0) | BAD_HZ /camera_l/depth/image_rect_raw (1.1/30.0) | BAD_HZ /gripper_l/data (4.3/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | BAD_HZ /camera_r/depth/image_rect_raw (1.1/30.0) | MISSING_CRIT /pika_pose_l,C_BECERRA,850.88,2,2026-01-14T08:38:10Z,SKILL_010
16.24,Package Cotton set,SKILL_009_20260114_132236,True,TOO_SHORT (1.0s < 90.0s) | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (100.7/120.0) | MISSING_CRIT /camera_l/depth/image_rect_raw | BAD_HZ /gripper_l/data (98.7/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /pika_pose_l,c_becerra,37.4,2,2026-01-14T13:22:36Z,SKILL_009
