Start_Time,Station,Operator,BagName,Duration(s),Size(MB),IsValid,SkillCode,SkillName,FailReason
2026-01-30T09:41:14Z,01,d_vargas,SKILL_017_20260130_094114,543.35,2612.05,FALSE,SKILL_017,Put pasta in ziploc bags,MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_fisheye_l/ffmpeg
2026-01-30T09:57:36Z,01,d_vargas,SKILL_018_20260130_095736,209.58,948.96,FALSE,SKILL_018,Close bags with twist ties,BAD_HZ /gripper_l/data (98.2/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/ffmpeg
2026-01-30T10:53:12Z,01,d_vargas,SKILL_023_20260130_105312,133.87,642.61,FALSE,SKILL_023,Built up box (Present),MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_l/ffmpeg
2026-01-30T09:52:37Z,01,d_vargas,SKILL_018_20260130_095237,199.90,923.89,FALSE,SKILL_018,Close bags with twist ties,MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_fisheye_l/ffmpeg
2026-01-30T11:03:23Z,01,d_vargas,SKILL_024_20260130_110323,129.08,617.63,FALSE,SKILL_024,Put hooks on shower courtain,MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/ffmpeg
2026-01-30T10:34:15Z,01,d_vargas,SKILL_021_20260130_103415,24.14,181.49,FALSE,SKILL_021,Build Up Box (Mailer),TOO_SHORT (23.5s < 90.0s) | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (93.9/120.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg
2026-01-30T10:48:08Z,01,d_vargas,SKILL_022_20260130_104808,4.07,28.47,FALSE,SKILL_022,Build Up Box (Regular ECT),TOO_SHORT (3.2s < 90.0s) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | BAD_HZ /pika_pose_l (0.0/100.0) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_l/ffmpeg
2026-01-30T10:02:15Z,01,d_vargas,SKILL_018_20260130_100215,140.53,608.43,FALSE,SKILL_018,Close bags with twist ties,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/ffmpeg
2026-01-30T10:13:54Z,01,d_vargas,SKILL_019_20260130_101354,175.15,876.14,FALSE,SKILL_019,Put pasta in plastic containers,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/ffmpeg
2026-01-30T10:18:15Z,01,d_vargas,SKILL_019_20260130_101815,165.57,802.49,FALSE,SKILL_019,Put pasta in plastic containers,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/ffmpeg
