BagName,Station,SkillID,SkillName,Operator,Start_Time,End_Time,Duration(s),Avg_MBps,Integrity,IsValid,Reason,Path
SKILL_009_20260207_112652,01,SKILL_009,Package Cotton set,L_AGUILERA,2026-02-07T11:26:52Z,2026-02-07T11:29:45Z,173.22,36.47,PASS,TRUE,,/mnt/data02/01/batch_01/SKILL_009_20260207_112652/SKILL_009_20260207_112652_0.mcap
SKILL_012_20260207_075801,01,SKILL_012,Put pasta in jars,L_AGUILERA,2026-02-07T07:58:01Z,2026-02-07T08:00:05Z,124.07,30.98,PASS,TRUE,,/mnt/data02/01/batch_01/SKILL_012_20260207_075801/SKILL_012_20260207_075801_0.mcap
SKILL_012_20260207_080039,01,SKILL_012,Put pasta in jars,L_AGUILERA,2026-02-07T08:00:39Z,2026-02-07T08:02:32Z,112.81,34.30,PASS,TRUE,,/mnt/data02/01/batch_01/SKILL_012_20260207_080039/SKILL_012_20260207_080039_0.mcap
SKILL_012_20260207_080414,01,SKILL_012,Put pasta in jars,L_AGUILERA,2026-02-07T08:04:14Z,2026-02-07T08:06:26Z,132.26,34.54,PASS,TRUE,,/mnt/data02/01/batch_01/SKILL_012_20260207_080414/SKILL_012_20260207_080414_0.mcap
SKILL_013_20260207_081022,01,SKILL_013,Set up a hand lamp,L_AGUILERA,2026-02-07T08:10:22Z,2026-02-07T08:12:43Z,140.38,34.29,PASS,TRUE,,/mnt/data02/01/batch_01/SKILL_013_20260207_081022/SKILL_013_20260207_081022_0.mcap
SKILL_013_20260207_081344,01,SKILL_013,Set up a hand lamp,L_AGUILERA,2026-02-07T08:13:44Z,2026-02-07T08:16:06Z,141.93,34.47,PASS,TRUE,,/mnt/data02/01/batch_01/SKILL_013_20260207_081344/SKILL_013_20260207_081344_0.mcap
SKILL_013_20260207_120245,01,SKILL_013,Set up a hand lamp,L_AGUILERA,2026-02-07T12:02:45Z,2026-02-07T12:04:55Z,130.11,36.55,PASS,TRUE,,/mnt/data02/01/batch_01/SKILL_013_20260207_120245/SKILL_013_20260207_120245_0.mcap
SKILL_013_20260207_120542,01,SKILL_013,Set up a hand lamp,L_AGUILERA,2026-02-07T12:05:42Z,2026-02-07T12:08:30Z,167.81,36.19,PASS,TRUE,,/mnt/data02/01/batch_01/SKILL_013_20260207_120542/SKILL_013_20260207_120542_0.mcap
SKILL_017_20260207_081838,01,SKILL_017,Put pasta in ziploc bags,L_AGUILERA,2026-02-07T08:18:38Z,2026-02-07T08:23:34Z,295.93,34.89,PASS,TRUE,,/mnt/data02/01/batch_01/SKILL_017_20260207_081838/SKILL_017_20260207_081838_0.mcap
SKILL_001_20260207_120627,02,SKILL_001,Organize beads per color,E_MARTINEZ,2026-02-07T12:06:27Z,2026-02-07T12:06:34Z,7.33,36.68,PASS,FALSE,TOO_SHORT (7.3s),/mnt/data02/02/batch_01/SKILL_001_20260207_120627/SKILL_001_20260207_120627_0.mcap
SKILL_001_20260207_120641,02,SKILL_001,Organize beads per color,E_MARTINEZ,2026-02-07T12:06:41Z,2026-02-07T12:06:47Z,6.65,36.27,PASS,FALSE,TOO_SHORT (6.6s),/mnt/data02/02/batch_01/SKILL_001_20260207_120641/SKILL_001_20260207_120641_0.mcap
SKILL_001_20260207_120808,02,SKILL_001,Organize beads per color,E_MARTINEZ,2026-02-07T12:08:08Z,2026-02-07T12:19:17Z,668.51,34.47,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_001_20260207_120808/SKILL_001_20260207_120808_0.mcap
SKILL_001_20260207_072917,02,SKILL_001,Organize beads per color,C_BECERRA,2026-02-07T07:29:17Z,2026-02-07T07:43:05Z,828.20,35.86,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_001_20260207_072917/SKILL_001_20260207_072917_0.mcap
SKILL_003_20260207_071302,02,SKILL_003,Organize screwdriver bits,C_BECERRA,2026-02-07T07:13:02Z,2026-02-07T07:15:40Z,158.06,23.17,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_003_20260207_071302/SKILL_003_20260207_071302_0.mcap
SKILL_003_20260207_072521,02,SKILL_003,Organize screwdriver bits,C_BECERRA,2026-02-07T07:25:21Z,2026-02-07T07:28:26Z,184.87,37.09,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_003_20260207_072521/SKILL_003_20260207_072521_0.mcap
SKILL_003_20260207_072018,02,SKILL_003,Organize screwdriver bits,C_BECERRA,2026-02-07T07:20:18Z,2026-02-07T07:24:16Z,238.41,36.97,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_003_20260207_072018/SKILL_003_20260207_072018_0.mcap
SKILL_003_20260207_122029,02,SKILL_003,Organize screwdriver bits,E_MARTINEZ,2026-02-07T12:20:29Z,2026-02-07T12:24:37Z,248.57,36.14,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_003_20260207_122029/SKILL_003_20260207_122029_0.mcap
SKILL_003_20260207_122828,02,SKILL_003,Organize screwdriver bits,E_MARTINEZ,2026-02-07T12:28:28Z,2026-02-07T12:32:24Z,235.40,35.12,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_003_20260207_122828/SKILL_003_20260207_122828_0.mcap
SKILL_009_20260207_124021,02,SKILL_009,Package Cotton set,E_MARTINEZ,2026-02-07T12:40:23Z,2026-02-07T12:43:17Z,173.87,37.01,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_009_20260207_124021/SKILL_009_20260207_124021_0.mcap
SKILL_009_20260207_123441,02,SKILL_009,Package Cotton set,E_MARTINEZ,2026-02-07T12:34:41Z,2026-02-07T12:39:52Z,310.27,36.79,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_009_20260207_123441/SKILL_009_20260207_123441_0.mcap
SKILL_012_20260207_082938,02,SKILL_012,Put pasta in jars,C_BECERRA,2026-02-07T08:29:38Z,2026-02-07T08:32:37Z,179.74,34.96,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_012_20260207_082938/SKILL_012_20260207_082938_0.mcap
SKILL_012_20260207_083356,02,SKILL_012,Put pasta in jars,C_BECERRA,2026-02-07T08:33:56Z,2026-02-07T08:33:57Z,0.90,36.49,PASS,FALSE,TOO_SHORT (0.9s),/mnt/data02/02/batch_01/SKILL_012_20260207_083356/SKILL_012_20260207_083356_0.mcap
SKILL_012_20260207_082533,02,SKILL_012,Put pasta in jars,C_BECERRA,2026-02-07T08:25:33Z,2026-02-07T08:28:48Z,194.78,36.60,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_012_20260207_082533/SKILL_012_20260207_082533_0.mcap
SKILL_013_20260207_074434,02,SKILL_013,Set up a hand lamp,C_BECERRA,2026-02-07T07:44:34Z,2026-02-07T07:48:04Z,210.37,37.12,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_013_20260207_074434/SKILL_013_20260207_074434_0.mcap
SKILL_013_20260207_075446,02,SKILL_013,Set up a hand lamp,C_BECERRA,2026-02-07T07:54:46Z,2026-02-07T07:57:14Z,148.04,37.11,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_013_20260207_075446/SKILL_013_20260207_075446_0.mcap
SKILL_013_20260207_074947,02,SKILL_013,Set up a hand lamp,C_BECERRA,2026-02-07T07:49:47Z,2026-02-07T07:53:22Z,214.65,37.09,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_013_20260207_074947/SKILL_013_20260207_074947_0.mcap
SKILL_013_20260207_112719,02,SKILL_013,Set up a hand lamp,C_BECERRA,2026-02-07T11:27:19Z,2026-02-07T11:29:49Z,150.28,35.64,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_013_20260207_112719/SKILL_013_20260207_112719_0.mcap
SKILL_013_20260207_124544,02,SKILL_013,Set up a hand lamp,E_MARTINEZ,2026-02-07T12:45:44Z,2026-02-07T12:48:18Z,154.30,36.94,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_013_20260207_124544/SKILL_013_20260207_124544_0.mcap
SKILL_013_20260207_125004,02,SKILL_013,Set up a hand lamp,E_MARTINEZ,2026-02-07T12:50:04Z,2026-02-07T12:52:18Z,134.54,37.18,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_013_20260207_125004/SKILL_013_20260207_125004_0.mcap
SKILL_013_20260207_081354,02,SKILL_013,Set up a hand lamp,C_BECERRA,2026-02-07T08:13:55Z,2026-02-07T08:23:46Z,591.88,34.42,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_013_20260207_081354/SKILL_013_20260207_081354_0.mcap
SKILL_017_20260207_083420,02,SKILL_017,Put pasta in ziploc bags,C_BECERRA,2026-02-07T08:34:20Z,2026-02-07T08:41:07Z,406.84,36.14,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_017_20260207_083420/SKILL_017_20260207_083420_0.mcap
SKILL_017_20260207_130624,02,SKILL_017,Put pasta in ziploc bags,E_MARTINEZ,2026-02-07T13:06:24Z,2026-02-07T13:13:11Z,406.41,37.21,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_017_20260207_130624/SKILL_017_20260207_130624_0.mcap
SKILL_018_20260207_084759,02,SKILL_018,Close bags with twist ties,C_BECERRA,2026-02-07T08:47:59Z,2026-02-07T08:50:57Z,177.26,35.24,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_018_20260207_084759/SKILL_018_20260207_084759_0.mcap
SKILL_018_20260207_085949,02,SKILL_018,Close bags with twist ties,C_BECERRA,2026-02-07T08:59:50Z,2026-02-07T08:59:51Z,1.56,36.63,PASS,FALSE,TOO_SHORT (1.6s),/mnt/data02/02/batch_01/SKILL_018_20260207_085949/SKILL_018_20260207_085949_0.mcap
SKILL_018_20260207_085205,02,SKILL_018,Close bags with twist ties,C_BECERRA,2026-02-07T08:52:05Z,2026-02-07T08:55:09Z,184.26,36.71,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_018_20260207_085205/SKILL_018_20260207_085205_0.mcap
SKILL_018_20260207_090128,02,SKILL_018,Close bags with twist ties,C_BECERRA,2026-02-07T09:01:28Z,2026-02-07T09:04:19Z,171.45,36.82,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_018_20260207_090128/SKILL_018_20260207_090128_0.mcap
SKILL_020_20260207_092705,02,SKILL_020,Open locks with their keys,C_BECERRA,2026-02-07T09:27:05Z,2026-02-07T09:28:47Z,102.14,37.15,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_020_20260207_092705/SKILL_020_20260207_092705_0.mcap
SKILL_020_20260207_093018,02,SKILL_020,Open locks with their keys,C_BECERRA,2026-02-07T09:30:18Z,2026-02-07T09:31:41Z,83.13,37.04,PASS,FALSE,TOO_SHORT (83.1s),/mnt/data02/02/batch_01/SKILL_020_20260207_093018/SKILL_020_20260207_093018_0.mcap
SKILL_020_20260207_125606,02,SKILL_020,Open locks with their keys,E_MARTINEZ,2026-02-07T12:56:06Z,2026-02-07T12:57:20Z,74.45,36.79,PASS,FALSE,TOO_SHORT (74.4s),/mnt/data02/02/batch_01/SKILL_020_20260207_125606/SKILL_020_20260207_125606_0.mcap
SKILL_020_20260207_125802,02,SKILL_020,Open locks with their keys,E_MARTINEZ,2026-02-07T12:58:02Z,2026-02-07T12:59:37Z,94.18,36.81,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_020_20260207_125802/SKILL_020_20260207_125802_0.mcap
SKILL_027_20260207_141258,02,SKILL_027,Build a box and pack an item,E_MARTINEZ,2026-02-07T14:12:58Z,2026-02-07T14:15:34Z,155.83,36.07,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_027_20260207_141258/SKILL_027_20260207_141258_0.mcap
SKILL_027_20260207_141715,02,SKILL_027,Build a box and pack an item,E_MARTINEZ,2026-02-07T14:17:15Z,2026-02-07T14:18:18Z,62.59,36.46,PASS,FALSE,TOO_SHORT (62.6s),/mnt/data02/02/batch_01/SKILL_027_20260207_141715/SKILL_027_20260207_141715_0.mcap
SKILL_028_20260207_104249,02,SKILL_028,Fold a T Shirt,C_BECERRA,2026-02-07T10:42:49Z,2026-02-07T10:43:44Z,55.48,37.60,PASS,FALSE,TOO_SHORT (55.5s),/mnt/data02/02/batch_01/SKILL_028_20260207_104249/SKILL_028_20260207_104249_0.mcap
SKILL_027_20260207_142006,02,SKILL_027,Build a box and pack an item,E_MARTINEZ,2026-02-07T14:20:06Z,2026-02-07T14:23:05Z,178.50,36.13,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_027_20260207_142006/SKILL_027_20260207_142006_0.mcap
SKILL_028_20260207_131800,02,SKILL_028,Fold a T Shirt,E_MARTINEZ,2026-02-07T13:18:00Z,2026-02-07T13:22:13Z,252.42,37.25,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_028_20260207_131800/SKILL_028_20260207_131800_0.mcap
SKILL_028_20260207_104705,02,SKILL_028,Fold a T Shirt,C_BECERRA,2026-02-07T10:47:05Z,2026-02-07T10:52:42Z,337.02,36.07,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_028_20260207_104705/SKILL_028_20260207_104705_0.mcap
SKILL_028_20260207_132611,02,SKILL_028,Fold a T Shirt,E_MARTINEZ,2026-02-07T13:26:11Z,2026-02-07T13:28:46Z,154.61,37.47,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_028_20260207_132611/SKILL_028_20260207_132611_0.mcap
SKILL_029_20260207_102835,02,SKILL_029,Button a shirt,C_BECERRA,2026-02-07T10:28:35Z,2026-02-07T10:32:53Z,258.07,36.60,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_029_20260207_102835/SKILL_029_20260207_102835_0.mcap
SKILL_029_20260207_101007,02,SKILL_029,Button a shirt,C_BECERRA,2026-02-07T10:10:07Z,2026-02-07T10:19:43Z,576.13,36.43,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_029_20260207_101007/SKILL_029_20260207_101007_0.mcap
SKILL_031_20260207_135326,02,SKILL_031,Fold Pants,E_MARTINEZ,2026-02-07T13:53:26Z,2026-02-07T13:54:05Z,38.96,36.92,PASS,FALSE,TOO_SHORT (39.0s),/mnt/data02/02/batch_01/SKILL_031_20260207_135326/SKILL_031_20260207_135326_0.mcap
SKILL_031_20260207_135501,02,SKILL_031,Fold Pants,E_MARTINEZ,2026-02-07T13:55:01Z,2026-02-07T13:55:52Z,51.48,37.77,PASS,FALSE,TOO_SHORT (51.5s),/mnt/data02/02/batch_01/SKILL_031_20260207_135501/SKILL_031_20260207_135501_0.mcap
SKILL_029_20260207_103413,02,SKILL_029,Button a shirt,C_BECERRA,2026-02-07T10:34:13Z,2026-02-07T10:41:09Z,415.97,33.37,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_029_20260207_103413/SKILL_029_20260207_103413_0.mcap
SKILL_034_20260207_105853,02,SKILL_034,Tie Shoelaces,C_BECERRA,2026-02-07T10:58:53Z,2026-02-07T11:04:33Z,340.08,36.22,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_034_20260207_105853/SKILL_034_20260207_105853_0.mcap
SKILL_034_20260207_133240,02,SKILL_034,Tie Shoelaces,E_MARTINEZ,2026-02-07T13:32:40Z,2026-02-07T13:32:45Z,5.16,36.81,PASS,FALSE,TOO_SHORT (5.2s),/mnt/data02/02/batch_01/SKILL_034_20260207_133240/SKILL_034_20260207_133240_0.mcap
SKILL_034_20260207_133252,02,SKILL_034,Tie Shoelaces,E_MARTINEZ,2026-02-07T13:32:52Z,2026-02-07T13:32:53Z,0.52,37.52,PASS,FALSE,TOO_SHORT (0.5s),/mnt/data02/02/batch_01/SKILL_034_20260207_133252/SKILL_034_20260207_133252_0.mcap
SKILL_034_20260207_111025,02,SKILL_034,Tie Shoelaces,C_BECERRA,2026-02-07T11:10:25Z,2026-02-07T11:16:10Z,344.26,36.62,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_034_20260207_111025/SKILL_034_20260207_111025_0.mcap
SKILL_034_20260207_134602,02,SKILL_034,Tie Shoelaces,E_MARTINEZ,2026-02-07T13:46:02Z,2026-02-07T13:47:22Z,80.01,36.77,PASS,FALSE,TOO_SHORT (80.0s),/mnt/data02/02/batch_01/SKILL_034_20260207_134602/SKILL_034_20260207_134602_0.mcap
SKILL_034_20260207_134911,02,SKILL_034,Tie Shoelaces,E_MARTINEZ,2026-02-07T13:49:11Z,2026-02-07T13:50:11Z,59.86,36.61,PASS,FALSE,TOO_SHORT (59.9s),/mnt/data02/02/batch_01/SKILL_034_20260207_134911/SKILL_034_20260207_134911_0.mcap
SKILL_034_20260207_133411,02,SKILL_034,Tie Shoelaces,E_MARTINEZ,2026-02-07T13:34:12Z,2026-02-07T13:39:22Z,310.48,34.64,PASS,TRUE,,/mnt/data02/02/batch_01/SKILL_034_20260207_133411/SKILL_034_20260207_133411_0.mcap
SKILL_040_20260207_135940,02,SKILL_040,Fasten a belt,E_MARTINEZ,2026-02-07T13:59:40Z,2026-02-07T14:00:17Z,36.90,37.29,PASS,FALSE,TOO_SHORT (36.9s),/mnt/data02/02/batch_01/SKILL_040_20260207_135940/SKILL_040_20260207_135940_0.mcap
SKILL_040_20260207_140823,02,SKILL_040,Fasten a belt,E_MARTINEZ,2026-02-07T14:08:23Z,2026-02-07T14:09:11Z,47.33,37.15,PASS,FALSE,TOO_SHORT (47.3s),/mnt/data02/02/batch_01/SKILL_040_20260207_140823/SKILL_040_20260207_140823_0.mcap
SKILL_040_20260207_140926,02,SKILL_040,Fasten a belt,E_MARTINEZ,2026-02-07T14:09:26Z,2026-02-07T14:10:03Z,37.40,37.00,PASS,FALSE,TOO_SHORT (37.4s),/mnt/data02/02/batch_01/SKILL_040_20260207_140926/SKILL_040_20260207_140926_0.mcap
SKILL_001_20260207_072634,03,SKILL_001,Organize beads per color,N_MORA,2026-02-07T07:26:34Z,2026-02-07T07:36:44Z,610.44,35.72,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_001_20260207_072634/SKILL_001_20260207_072634_0.mcap
SKILL_001_20260207_071253,03,SKILL_001,Organize beads per color,N_MORA,2026-02-07T07:12:54Z,2026-02-07T07:24:16Z,682.36,36.99,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_001_20260207_071253/SKILL_001_20260207_071253_0.mcap
SKILL_003_20260207_074015,03,SKILL_003,Organize screwdriver bits,N_MORA,2026-02-07T07:40:15Z,2026-02-07T07:43:57Z,222.38,36.57,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_003_20260207_074015/SKILL_003_20260207_074015_0.mcap
SKILL_003_20260207_075045,03,SKILL_003,Organize screwdriver bits,N_MORA,2026-02-07T07:50:45Z,2026-02-07T07:52:47Z,121.37,37.18,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_003_20260207_075045/SKILL_003_20260207_075045_0.mcap
SKILL_003_20260207_074447,03,SKILL_003,Organize screwdriver bits,N_MORA,2026-02-07T07:44:47Z,2026-02-07T07:48:09Z,202.30,37.20,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_003_20260207_074447/SKILL_003_20260207_074447_0.mcap
SKILL_004_20260207_080258,03,SKILL_004,Set Screwdriver package,N_MORA,2026-02-07T08:02:58Z,2026-02-07T08:05:47Z,169.40,37.81,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_004_20260207_080258/SKILL_004_20260207_080258_0.mcap
SKILL_004_20260207_081002,03,SKILL_004,Set Screwdriver package,N_MORA,2026-02-07T08:10:02Z,2026-02-07T08:12:55Z,173.28,37.93,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_004_20260207_081002/SKILL_004_20260207_081002_0.mcap
SKILL_005_20260207_081349,03,SKILL_005,Insert allen keys in package,N_MORA,2026-02-07T08:13:49Z,2026-02-07T08:15:49Z,120.41,37.32,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_005_20260207_081349/SKILL_005_20260207_081349_0.mcap
SKILL_005_20260207_081609,03,SKILL_005,Insert allen keys in package,N_MORA,2026-02-07T08:16:09Z,2026-02-07T08:18:28Z,138.81,37.83,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_005_20260207_081609/SKILL_005_20260207_081609_0.mcap
SKILL_005_20260207_081842,03,SKILL_005,Insert allen keys in package,N_MORA,2026-02-07T08:18:42Z,2026-02-07T08:20:25Z,103.21,37.74,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_005_20260207_081842/SKILL_005_20260207_081842_0.mcap
SKILL_009_20260207_083529,03,SKILL_009,Package Cotton set,N_MORA,2026-02-07T08:35:29Z,2026-02-07T08:40:28Z,299.07,37.53,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_009_20260207_083529/SKILL_009_20260207_083529_0.mcap
SKILL_007_20260207_082200,03,SKILL_007,Separate tongue depressors by color,N_MORA,2026-02-07T08:22:00Z,2026-02-07T08:30:07Z,486.87,37.43,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_007_20260207_082200/SKILL_007_20260207_082200_0.mcap
SKILL_009_20260207_084253,03,SKILL_009,Package Cotton set,N_MORA,2026-02-07T08:42:53Z,2026-02-07T08:47:44Z,290.88,37.76,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_009_20260207_084253/SKILL_009_20260207_084253_0.mcap
SKILL_013_20260207_090145,03,SKILL_013,Set up a hand lamp,N_MORA,2026-02-07T09:01:45Z,2026-02-07T09:04:18Z,152.36,37.51,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_013_20260207_090145/SKILL_013_20260207_090145_0.mcap
SKILL_010_20260207_085059,03,SKILL_010,Package earphones,N_MORA,2026-02-07T08:50:59Z,2026-02-07T08:57:22Z,383.69,38.08,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_010_20260207_085059/SKILL_010_20260207_085059_0.mcap
SKILL_013_20260207_091053,03,SKILL_013,Set up a hand lamp,N_MORA,2026-02-07T09:10:53Z,2026-02-07T09:12:52Z,119.12,37.89,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_013_20260207_091053/SKILL_013_20260207_091053_0.mcap
SKILL_014_20260207_092459,03,SKILL_014,Fasten nuts onto bolts,N_MORA,2026-02-07T09:24:59Z,2026-02-07T09:29:13Z,253.69,37.64,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_014_20260207_092459/SKILL_014_20260207_092459_0.mcap
SKILL_014_20260207_091558,03,SKILL_014,Fasten nuts onto bolts,N_MORA,2026-02-07T09:15:58Z,2026-02-07T09:20:59Z,301.07,37.75,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_014_20260207_091558/SKILL_014_20260207_091558_0.mcap
SKILL_015_20260207_093951,03,SKILL_015,Thread a needle,N_MORA,2026-02-07T09:39:51Z,2026-02-07T09:42:41Z,170.17,37.95,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_015_20260207_093951/SKILL_015_20260207_093951_0.mcap
SKILL_015_20260207_093447,03,SKILL_015,Thread a needle,N_MORA,2026-02-07T09:34:47Z,2026-02-07T09:39:06Z,258.83,37.80,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_015_20260207_093447/SKILL_015_20260207_093447_0.mcap
SKILL_017_20260207_094553,03,SKILL_017,Put pasta in ziploc bags,N_MORA,2026-02-07T09:45:53Z,2026-02-07T09:48:33Z,160.54,37.45,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_017_20260207_094553/SKILL_017_20260207_094553_0.mcap
SKILL_018_20260207_095644,03,SKILL_018,Close bags with twist ties,N_MORA,2026-02-07T09:56:44Z,2026-02-07T09:58:50Z,125.61,38.06,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_018_20260207_095644/SKILL_018_20260207_095644_0.mcap
SKILL_017_20260207_094945,03,SKILL_017,Put pasta in ziploc bags,N_MORA,2026-02-07T09:49:45Z,2026-02-07T09:54:07Z,261.82,37.58,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_017_20260207_094945/SKILL_017_20260207_094945_0.mcap
SKILL_018_20260207_100513,03,SKILL_018,Close bags with twist ties,N_MORA,2026-02-07T10:05:13Z,2026-02-07T10:06:54Z,100.86,37.53,PASS,TRUE,,/mnt/data02/03/batch_01/SKILL_018_20260207_100513/SKILL_018_20260207_100513_0.mcap
