Duration(s),StartTime,Operator,IsValid,FailReason,Station,SkillName
63.658573353,2026-01-22T07:07:42.567Z,c_becerra,False,TOO_SHORT (63.7s < 90.0s) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,2,Build Up Box (Regular ECT)
115.391640286,2026-02-10T10:52:52.745Z,c_becerra,True,BAD_HZ /camera_r/ffmpeg (24.7/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (12.9/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (14.5/30.0),5,Put pasta in jars
67.093700764,2026-01-22T07:09:14.009Z,c_becerra,False,TOO_SHORT (67.1s < 90.0s) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,2,Build Up Box (Regular ECT)
141.934615778,2026-02-10T10:58:45.432Z,c_becerra,True,BAD_HZ /camera_r/depth/image_rect_raw (12.0/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (12.9/30.0),5,Put pasta in jars
51.974104819,2026-01-22T07:10:44.223Z,c_becerra,False,TOO_SHORT (52.0s < 90.0s) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,2,Build Up Box (Regular ECT)
66.086033963,2026-01-22T07:11:56.073Z,c_becerra,False,TOO_SHORT (66.1s < 90.0s) | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg,2,Build Up Box (Regular ECT)
160.691966047,2026-02-10T11:02:17.335Z,c_becerra,True,BAD_HZ /camera_r/depth/image_rect_raw (15.6/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (15.1/30.0) | BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),5,Put pasta in jars
69.634760461,2026-01-22T07:13:25.602Z,c_becerra,False,TOO_SHORT (69.6s < 90.0s) | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg,2,Build Up Box (Regular ECT)
178.37990245,2026-02-10T11:06:09.619Z,c_becerra,True,BAD_HZ /camera_r/depth/image_rect_raw (15.2/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (15.3/30.0) | BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),5,Put pasta in jars
68.50270734,2026-01-22T07:14:57.391Z,c_becerra,False,TOO_SHORT (68.5s < 90.0s) | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg,2,Build Up Box (Regular ECT)
93.890578865,2026-02-10T11:11:04.897Z,c_becerra,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (14.3/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (14.4/30.0),5,Put pasta in jars
65.946035643,2026-01-22T07:16:30.187Z,c_becerra,False,TOO_SHORT (65.9s < 90.0s) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw,2,Build Up Box (Regular ECT)
183.111656677,2026-02-10T13:41:09.002Z,d_vargas,True,BAD_HZ /camera_l/ffmpeg (25.3/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (14.2/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (14.0/30.0),5,Put pasta in jars
83.11987646,2026-01-22T07:18:01.093Z,c_becerra,False,TOO_SHORT (83.1s < 90.0s) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,2,Build Up Box (Regular ECT)
201.645939026,2026-02-10T13:45:07.475Z,d_vargas,True,BAD_HZ /camera_l/ffmpeg (25.2/30.0) | BAD_HZ /camera_r/ffmpeg (13.2/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (7.3/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (15.1/30.0) | BAD_HZ /camera_fisheye_r/ffmpeg (16.7/30.0),5,Put pasta in jars
72.562226272,2026-01-22T07:19:47.426Z,c_becerra,False,TOO_SHORT (72.6s < 90.0s) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw,2,Build Up Box (Regular ECT)
185.063203303,2026-02-10T07:49:47.370Z,c_becerra,True,BAD_HZ /camera_l/depth/image_rect_raw (16.1/30.0) | BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0) | BAD_HZ /camera_r/ffmpeg (0.0/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (0.0/30.0),5,Set up a hand lamp
65.38867153,2026-01-22T07:21:20.116Z,c_becerra,False,TOO_SHORT (65.4s < 90.0s) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,2,Build Up Box (Regular ECT)
260.977711887,2026-02-10T07:53:47.128Z,c_becerra,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0) | BAD_HZ /camera_r/ffmpeg (0.0/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (0.0/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (15.8/30.0),5,Set up a hand lamp
61.242511173,2026-01-22T07:22:44.059Z,c_becerra,False,TOO_SHORT (61.2s < 90.0s) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw,2,Build Up Box (Regular ECT)
170.097054564,2026-02-10T08:11:13.625Z,c_becerra,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0) | BAD_HZ /camera_r/ffmpeg (0.0/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (0.0/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (15.5/30.0),5,Set up a hand lamp
111.579209538,2026-01-22T12:05:11.931Z,c_becerra,True,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,2,Build Up Box (Regular ECT)
170.726086229,2026-02-10T11:13:00.716Z,c_becerra,True,BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (14.8/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (15.3/30.0),5,Set up a hand lamp
68.137173429,2026-01-22T12:07:33.169Z,c_becerra,False,TOO_SHORT (68.1s < 90.0s) | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,2,Build Up Box (Regular ECT)
177.322270883,2026-02-10T11:16:50.570Z,c_becerra,True,BAD_HZ /camera_r/depth/image_rect_raw (14.6/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (15.2/30.0) | BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),5,Set up a hand lamp
102.764230403,2026-01-22T12:09:04.106Z,c_becerra,True,MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg,2,Build Up Box (Regular ECT)
110.03216761,2026-02-10T13:50:59.642Z,d_vargas,True,BAD_HZ /camera_l/depth/image_rect_raw (14.8/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (15.3/30.0),5,Set up a hand lamp
74.522565451,2026-01-22T12:11:11.693Z,c_becerra,False,TOO_SHORT (74.5s < 90.0s) | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,2,Build Up Box (Regular ECT)
115.331880054,2026-02-10T13:53:21.403Z,d_vargas,True,BAD_HZ /camera_l/depth/image_rect_raw (14.2/30.0) | BAD_HZ /camera_r/ffmpeg (24.7/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (14.1/30.0),5,Set up a hand lamp
62.875247607,2026-01-22T12:12:51.622Z,c_becerra,False,TOO_SHORT (62.9s < 90.0s) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r,2,Build Up Box (Regular ECT)
168.180759093,2026-01-22T07:25:49.167Z,c_becerra,True,MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (75.0/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw,2,Built up box (Present)
104.994841857,2026-02-10T13:56:02.116Z,d_vargas,True,BAD_HZ /camera_l/depth/image_rect_raw (13.8/30.0) | BAD_HZ /camera_l/ffmpeg (25.3/30.0) | BAD_HZ /camera_r/ffmpeg (25.3/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (14.5/30.0),5,Set up a hand lamp
174.470046388,2026-01-22T07:29:35.401Z,c_becerra,True,MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,2,Built up box (Present)
61.13615841,2026-02-10T13:58:08.614Z,d_vargas,False,TOO_SHORT (61.1s < 90.0s) | BAD_HZ /camera_l/depth/image_rect_raw (13.1/30.0) | BAD_HZ /pika_pose_l (54.6/100.0) | BAD_HZ /camera_fisheye_r/ffmpeg (16.4/30.0) | BAD_HZ /camera_l/ffmpeg (24.6/30.0) | BAD_HZ /camera_r/ffmpeg (11.2/30.0) | BAD_HZ /pika_pose_r (54.7/100.0) | BAD_HZ /camera_r/depth/image_rect_raw (5.3/30.0),5,Set up a hand lamp
143.007989042,2026-02-10T09:58:36.700Z,n_mora,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0) | BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (15.4/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (15.3/30.0),5,Fasten nuts onto bolts
126.58250857,2026-01-22T07:33:18.743Z,c_becerra,True,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,2,Built up box (Present)
1.338093397,2026-02-10T10:00:59.979Z,n_mora,False,TOO_SHORT (1.3s < 90.0s) | BAD_HZ /camera_r/depth/image_rect_raw (14.9/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (14.2/30.0) | BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0) | BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0) | BAD_HZ /gripper_l/data (97.2/120.0),5,Fasten nuts onto bolts
172.443278246,2026-01-22T12:16:51.263Z,c_becerra,True,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,2,Built up box (Present)
115.832808271,2026-02-10T10:02:09.804Z,n_mora,True,BAD_HZ /camera_r/depth/image_rect_raw (15.8/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (15.5/30.0) | BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0) | BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0),5,Fasten nuts onto bolts
144.275706759,2026-01-22T12:20:43.608Z,c_becerra,True,MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,2,Built up box (Present)
196.805699563,2026-02-10T14:10:19.483Z,d_vargas,True,BAD_HZ /camera_r/depth/image_rect_raw (15.7/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (15.7/30.0),5,Build Up Box (Mailer)
155.526192145,2026-01-22T12:24:06.333Z,c_becerra,True,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,2,Built up box (Present)
169.187120025,2026-02-10T14:14:26.352Z,d_vargas,True,BAD_HZ /camera_l/depth/image_rect_raw (15.3/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (15.9/30.0),5,Build Up Box (Mailer)
115.157792034,2026-02-10T14:24:04.255Z,d_vargas,True,BAD_HZ /camera_l/depth/image_rect_raw (13.2/30.0) | BAD_HZ /camera_r/depth/image_rect_raw (13.3/30.0),5,Built up box (Present)
267.220797214,2026-01-22T12:30:16.579Z,c_becerra,True,MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l,2,Put hooks on shower courtain
95.612612455,2026-02-10T14:27:06.181Z,d_vargas,True,BAD_HZ /camera_r/depth/image_rect_raw (13.1/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (13.3/30.0),5,Built up box (Present)
217.193814645,2026-01-22T12:36:47.765Z,c_becerra,True,MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r,2,Put hooks on shower courtain
76.659668543,2026-02-10T14:29:48.323Z,d_vargas,False,TOO_SHORT (76.7s < 90.0s) | BAD_HZ /gripper_r/data (99.9/120.0) | BAD_HZ /gripper_l/data (101.1/120.0) | BAD_HZ /camera_r/depth/image_rect_raw (12.9/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (12.8/30.0),5,Built up box (Present)
37.687609002,2026-01-22T07:26:00.349Z,d_vargas,False,TOO_SHORT (37.7s < 90.0s) | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw,4,Organize beads per color
101.109441584,2026-02-10T14:32:28.049Z,d_vargas,True,BAD_HZ /camera_r/depth/image_rect_raw (13.4/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (12.5/30.0) | BAD_HZ /gripper_r/data (100.1/120.0) | BAD_HZ /gripper_l/data (100.6/120.0),5,Built up box (Present)
498.45928303,2026-01-22T07:27:09.472Z,d_vargas,True,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,4,Organize beads per color
84.160662974,2026-02-10T14:35:10.250Z,d_vargas,False,TOO_SHORT (84.2s < 90.0s) | BAD_HZ /gripper_l/data (101.7/120.0) | BAD_HZ /camera_r/depth/image_rect_raw (13.7/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (12.8/30.0) | BAD_HZ /gripper_r/data (101.2/120.0),5,Built up box (Present)
0.609254494,2026-01-22T07:36:36.064Z,d_vargas,False,TOO_SHORT (0.6s < 90.0s) | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | BAD_HZ /gripper_r/data (93.6/120.0),4,Organize beads per color
257.720997329,2026-02-10T14:45:05.570Z,d_vargas,True,BAD_HZ /camera_r/depth/image_rect_raw (12.6/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (13.4/30.0) | BAD_HZ /gripper_r/data (99.9/120.0) | BAD_HZ /gripper_l/data (101.4/120.0),5,Pack on a paper bag
758.019655993,2026-01-22T12:30:04.941Z,d_vargas,True,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,4,Organize beads per color
194.238943002,2026-02-10T14:50:30.667Z,d_vargas,True,BAD_HZ /camera_r/depth/image_rect_raw (12.9/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (13.6/30.0) | BAD_HZ /gripper_r/data (101.5/120.0),5,Pack on a paper bag
346.449498346,2026-01-22T07:36:41.608Z,d_vargas,True,MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,4,Organize screwdriver bits
202.428217323,2026-02-10T14:54:24.763Z,d_vargas,True,BAD_HZ /camera_r/depth/image_rect_raw (11.9/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (13.4/30.0) | BAD_HZ /gripper_r/data (99.6/120.0) | BAD_HZ /gripper_l/data (101.2/120.0) | BAD_HZ /camera_r/ffmpeg (24.7/30.0),5,Pack on a paper bag
204.493152533,2026-01-22T07:44:07.192Z,d_vargas,True,MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw,4,Organize screwdriver bits
444.862555745,2026-02-11T07:12:40.461Z,l_aguilera,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),1,Organize beads per color
491.183738172,2026-01-22T12:47:21.770Z,d_vargas,True,MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /pika_pose_r,4,Organize screwdriver bits
296.384112429,2026-02-11T12:05:40.111Z,e_martinez,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),1,Organize beads per color
447.107346813,2026-02-11T12:13:37.065Z,e_martinez,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),1,Organize beads per color
253.474764351,2026-01-22T13:28:29.296Z,d_vargas,True,MISSING_CRIT /pika_pose_r | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /pika_pose_l | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,4,Organize screwdriver bits
226.967620275,2026-02-11T07:20:36.971Z,l_aguilera,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),1,Organize screwdriver bits
218.100003842,2026-01-22T07:49:58.195Z,d_vargas,True,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | BAD_HZ /pika_pose_r (3.4/100.0) | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,4,Set Screwdriver package
193.260144523,2026-02-11T07:24:45.559Z,l_aguilera,True,BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),1,Organize screwdriver bits
71.947533096,2026-02-11T07:28:18.405Z,l_aguilera,False,TOO_SHORT (71.9s < 90.0s) | BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),1,Organize screwdriver bits
368.452097388,2026-01-22T07:58:42.951Z,d_vargas,True,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,4,Set Screwdriver package
45.251974447,2026-02-11T11:14:12.699Z,e_martinez,False,TOO_SHORT (45.3s < 90.0s) | BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0),1,Organize screwdriver bits
258.776154065,2026-01-22T08:16:27.513Z,d_vargas,True,MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg,4,Insert allen keys in package
224.038218812,2026-02-11T11:25:08.966Z,e_martinez,True,BAD_HZ /camera_l/depth/image_rect_raw (25.0/30.0) | BAD_HZ /gripper_r/data (90.1/120.0) | BAD_HZ /pika_pose_l (77.1/100.0) | BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0) | BAD_HZ /gripper_l/data (89.8/120.0) | BAD_HZ /pika_pose_r (77.0/100.0),1,Organize screwdriver bits
250.260195815,2026-01-22T08:21:59.641Z,d_vargas,True,MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw | MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw,4,Insert allen keys in package
521.442206659,2026-02-11T13:22:23.890Z,e_martinez,True,BAD_HZ /pika_pose_r (77.9/100.0) | BAD_HZ /gripper_r/data (89.6/120.0) | BAD_HZ /pika_pose_l (78.1/100.0) | BAD_HZ /camera_fisheye_r/ffmpeg (0.0/30.0) | BAD_HZ /gripper_l/data (89.8/120.0),1,Organize screwdriver bits
536.104854955,2026-02-11T14:59:45.233Z,d_vargas,True,BAD_HZ /camera_r/ffmpeg (24.6/30.0) | BAD_HZ /pika_pose_r (77.3/100.0) | BAD_HZ /camera_r/depth/image_rect_raw (23.8/30.0) | BAD_HZ /camera_l/depth/image_rect_raw (24.3/30.0) | BAD_HZ /gripper_r/data (89.5/120.0) | BAD_HZ /pika_pose_l (77.4/100.0) | BAD_HZ /camera_fisheye_l/ffmpeg (0.0/30.0) | BAD_HZ /camera_fisheye_r/ffmpeg (24.5/30.0) | BAD_HZ /gripper_l/data (89.7/120.0) | BAD_HZ /camera_l/ffmpeg (24.6/30.0),1,Organize screwdriver bits
448.024630919,2026-01-22T08:28:00.566Z,d_vargas,True,MISSING_CRIT /camera_fisheye_l/ffmpeg | MISSING_CRIT /camera_fisheye_r/ffmpeg | MISSING_CRIT /camera_l/ffmpeg | MISSING_CRIT /camera_r/depth/image_rect_raw | MISSING_CRIT /camera_r/ffmpeg | MISSING_CRIT /camera_l/depth/image_rect_raw,4,Separate tongue depressors by color
